SHIPPING_MODE,SHIPPING_PRICE,WARRANTIES_FLG,CARD_PAYMENT,COUPON_PAYMENT,PRICECLUB_STATUS,BUYER_BIRTHDAY_DATE,PURCHASE_COUNT,SELLER_SCORE_COUNT,SELLER_COUNTRY,PRODUCT_FAMILY,ITEM_PRICE,CLAIM_TYPE
MONDIAL_RELAY,Inconnu,non,1,0,PLATINUM,1977,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1963,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,10<20,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1949,<5,10000<100000,UNITED KINGDOM,BOOKS,<10,non
NORMAL,Inconnu,non,1,1,SILVER,1978,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1974,100<500,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
SO_POINT_RELAIS,<1,non,1,0,PLATINUM,1956,100<500,1000<10000,"FRANCE, METROPOLITAN",GAMES,<10,oui
NORMAL,10<20,non,1,0,UNSUBSCRIBED,1962,20<50,10000<100000,"FRANCE, METROPOLITAN",WHITE,10<20,non
NORMAL,1<5,non,0,0,SILVER,1995,5<20,1000<10000,"FRANCE, METROPOLITAN",HIFI,<10,non
NORMAL,Inconnu,non,0,0,GOLD,1972,100<500,100000<1000000,GERMANY,VIDEO,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1964,50<100,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,0,0,GOLD,1987,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1977,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1967,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1978,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1987,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1984,5<20,1000<10000,CHINA,ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,oui,1,0,REGULAR,1994,5<20,10000<100000,HONG KONG,ELECTRONICS,50<100,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1995,5<20,1000<10000,UNITED KINGDOM,WHITE,20<50,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1984,20<50,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1963,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1999,<5,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1988,5<20,10000<100000,UNITED STATES,VIDEO,10<20,oui
NORMAL,1<5,non,1,0,SILVER,1967,20<50,10000<100000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1974,5<20,1000<10000,UNITED KINGDOM,ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1992,5<20,100<1000,CHINA,WHITE,<10,oui
NORMAL,Inconnu,non,1,1,PLATINUM,1967,20<50,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,20<50,non
NORMAL,Inconnu,non,0,0,PLATINUM,1992,5<20,10000<100000,HONG KONG,ELECTRONICS,<10,oui
SUIVI,Inconnu,non,1,0,PLATINUM,1949,20<50,1000<10000,"FRANCE, METROPOLITAN",SPORT,20<50,oui
NORMAL,Inconnu,non,1,0,GOLD,1996,20<50,10000<100000,UNITED STATES,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,REGULAR,1989,<5,100000<1000000,GERMANY,BOOKS,<10,non
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1985,<5,10000<100000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1992,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,<1,non,1,0,REGULAR,1986,50<100,10000<100000,"FRANCE, METROPOLITAN",GAMES,<10,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1975,<5,1000<10000,"FRANCE, METROPOLITAN",BABY,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1954,50<100,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1975,5<20,100000<1000000,GERMANY,BOOKS,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1932,50<100,10000<100000,UNITED STATES,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1995,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,oui
RECOMMANDE,Inconnu,non,1,0,SILVER,1980,5<20,100<1000,CHINA,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1948,5<20,100000<1000000,GERMANY,GAMES,<10,oui
NORMAL,Inconnu,oui,1,0,UNSUBSCRIBED,1986,<5,1000<10000,HONG KONG,ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1959,5<20,10000<100000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1990,5<20,1000<10000,CHINA,CLOTHING,10<20,non
NORMAL,Inconnu,non,1,0,PLATINUM,1986,50<100,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1979,50<100,1000<10000,CHINA,WHITE,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1984,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1964,<5,1000<10000,BELGIUM,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,100<1000,CHINA,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,1<5,non,1,0,PLATINUM,1958,20<50,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,oui,1,0,UNSUBSCRIBED,1986,<5,1000<10000,CHINA,ELECTRONICS,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1966,5<20,1000<10000,HONG KONG,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,GOLD,1969,20<50,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,100000<1000000,"FRANCE, METROPOLITAN",GAMES,10<20,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1960,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1969,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
CHRONOPOST,Inconnu,non,1,0,UNSUBSCRIBED,1968,5<20,10000<100000,"FRANCE, METROPOLITAN",SPORT,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1973,<5,10000<100000,UNITED KINGDOM,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1987,20<50,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1949,20<50,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1971,50<100,<100,SPAIN,COMPUTER,20<50,non
NORMAL,Inconnu,non,0,0,SILVER,1970,5<20,10000<100000,HONG KONG,SPORT,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1968,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1984,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1990,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
SO_POINT_RELAIS,1<5,non,1,0,UNSUBSCRIBED,1968,>500,100<1000,"FRANCE, METROPOLITAN",VIDEO,10<20,non
NORMAL,1<5,non,0,0,UNSUBSCRIBED,1981,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1966,<5,1000<10000,CHINA,ELECTRONICS,100<500,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1996,<5,10000<100000,HONG KONG,ELECTRONICS,100<500,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1964,20<50,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1985,<5,10000<100000,CHINA,ELECTRONICS,10<20,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1990,<5,100<1000,CHINA,SPORT,100<500,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1995,<5,10000<100000,ANDORRA,COMPUTER,20<50,non
RECOMMANDE,Inconnu,non,1,0,GOLD,1992,<5,1000<10000,GERMANY,CLOTHING,100<500,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1992,20<50,100000<1000000,"FRANCE, METROPOLITAN",GAMES,<10,non
RECOMMANDE,Inconnu,non,1,0,SILVER,1978,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,non
NORMAL,<1,non,1,0,UNSUBSCRIBED,1957,<5,1000<10000,"FRANCE, METROPOLITAN",GAMES,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1976,20<50,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,100<500,oui
NORMAL,1<5,non,1,0,REGULAR,1957,5<20,10000<100000,"FRANCE, METROPOLITAN",WHITE,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1948,<5,100<1000,"FRANCE, METROPOLITAN",CLOTHING,10<20,non
RECOMMANDE,Inconnu,non,1,0,REGULAR,1962,5<20,10000<100000,UNITED KINGDOM,ELECTRONICS,100<500,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1976,5<20,10000<100000,SPAIN,VIDEO,20<50,non
RECOMMANDE,Inconnu,non,1,1,REGULAR,1979,20<50,1000<10000,GERMANY,SPORT,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1965,<5,1000<10000,BELGIUM,ELECTRONICS,100<500,non
SUIVI,Inconnu,non,1,0,GOLD,1990,5<20,10000<100000,ANDORRA,BABY,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1978,100<500,100<1000,ITALY,CLOTHING,10<20,oui
NORMAL,Inconnu,non,1,0,SILVER,1988,5<20,1000<10000,"FRANCE, METROPOLITAN",BABY,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1995,5<20,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1962,100<500,1000<10000,SWITZERLAND,VIDEO,10<20,non
NORMAL,Inconnu,non,1,0,REGULAR,1980,5<20,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
RECOMMANDE,Inconnu,non,1,0,REGULAR,1997,<5,100000<1000000,GERMANY,BOOKS,50<100,oui
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1990,5<20,10000<100000,UNITED KINGDOM,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1967,20<50,1000<10000,SWITZERLAND,MUSIC,<10,non
RECOMMANDE,5<10,non,1,0,REGULAR,1966,<5,100<1000,"FRANCE, METROPOLITAN",COMPUTER,100<500,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1985,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1989,<5,1000<10000,CHINA,ELECTRONICS,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1998,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1963,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1955,<5,1000<10000,HONG KONG,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1962,50<100,100000<1000000,GERMANY,BOOKS,10<20,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1987,5<20,10000<100000,UNITED KINGDOM,BOOKS,10<20,non
NORMAL,1<5,non,1,0,REGULAR,1962,100<500,1000<10000,"FRANCE, METROPOLITAN",CLOTHING,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1951,>500,10000<100000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1962,100<500,10000<100000,UNITED STATES,MUSIC,<10,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1995,<5,<100,CHINA,ELECTRONICS,100<500,oui
RECOMMANDE,Inconnu,non,1,1,UNSUBSCRIBED,1959,<5,1000<10000,GERMANY,SPORT,50<100,oui
MONDIAL_RELAY,Inconnu,non,1,0,UNSUBSCRIBED,1960,<5,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1975,20<50,100000<1000000,GERMANY,BOOKS,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1971,<5,100000<1000000,"FRANCE, METROPOLITAN",COMPUTER,1000<5000,non
NORMAL,<1,non,1,0,PLATINUM,1961,100<500,1000<10000,"FRANCE, METROPOLITAN",WINE,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1958,50<100,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1966,<5,1000<10000,"FRANCE, METROPOLITAN",BABY,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1969,20<50,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1969,>500,10000<100000,ANDORRA,MUSIC,<10,non
RECOMMANDE,Inconnu,non,1,1,PLATINUM,1986,50<100,10000<100000,"FRANCE, METROPOLITAN",WHITE,<10,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1953,5<20,10000<100000,"FRANCE, METROPOLITAN",GAMES,10<20,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1983,<5,1000<10000,HONG KONG,ELECTRONICS,100<500,oui
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1977,<5,10000<100000,"FRANCE, METROPOLITAN",GAMES,<10,oui
NORMAL,<1,non,1,0,UNSUBSCRIBED,1959,<5,1000<10000,UNITED KINGDOM,BOOKS,20<50,non
NORMAL,Inconnu,non,1,0,REGULAR,1984,<5,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,SILVER,1976,5<20,1000<10000,HONG KONG,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1976,5<20,1000<10000,HONG KONG,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1957,5<20,100000<1000000,GERMANY,BOOKS,20<50,oui
NORMAL,1<5,non,0,0,PLATINUM,1960,>500,100000<1000000,"FRANCE, METROPOLITAN",MUSIC,<10,non
NORMAL,Inconnu,non,0,0,GOLD,1958,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
RECOMMANDE,5<10,non,1,0,UNSUBSCRIBED,1950,100<500,100000<1000000,GERMANY,MUSIC,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1998,<5,100<1000,CHINA,ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,5<20,10000<100000,"FRANCE, METROPOLITAN",SPORT,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1981,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1975,20<50,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,non
MONDIAL_RELAY_PREPAYE,1<5,non,1,0,UNSUBSCRIBED,1959,<5,10000<100000,"FRANCE, METROPOLITAN",WHITE,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1975,100<500,10000<100000,UNITED STATES,MUSIC,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1990,5<20,1000<10000,CHINA,CLOTHING,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1945,5<20,1000<10000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
SO_POINT_RELAIS,10<20,non,1,0,GOLD,1963,20<50,10000<100000,"FRANCE, METROPOLITAN",WHITE,100<500,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1988,5<20,10000<100000,"FRANCE, METROPOLITAN",CLOTHING,100<500,oui
NORMAL,<1,non,1,0,PLATINUM,1979,100<500,10000<100000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1995,50<100,10000<100000,UNITED STATES,MUSIC,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1994,<5,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,PLATINUM,1993,20<50,10000<100000,"FRANCE, METROPOLITAN",SPORT,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1979,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,non
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1994,<5,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1981,<5,100<1000,ISRAEL,ELECTRONICS,100<500,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1988,<5,10000<100000,SPAIN,VIDEO,<10,oui
NORMAL,1<5,oui,1,0,UNSUBSCRIBED,1968,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1977,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,20<50,non
EXPRESS_DELIVERY,Inconnu,non,1,0,SILVER,1994,5<20,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,50<100,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1956,20<50,100000<1000000,"FRANCE, METROPOLITAN",MUSIC,20<50,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,2001,<5,<100,"FRANCE, METROPOLITAN",SPORT,20<50,oui
NORMAL,Inconnu,non,0,0,PLATINUM,1983,50<100,1000<10000,"FRANCE, METROPOLITAN",GAMES,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1991,<5,100000<1000000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,oui
NORMAL,Inconnu,oui,1,0,UNSUBSCRIBED,1998,<5,100000<1000000,GERMANY,BOOKS,10<20,non
RECOMMANDE,Inconnu,non,1,1,REGULAR,1996,<5,1000<10000,HONG KONG,ELECTRONICS,500<1000,oui
NORMAL,Inconnu,non,1,0,SILVER,1997,50<100,10000<100000,HONG KONG,SPORT,<10,oui
NORMAL,Inconnu,non,0,0,UNSUBSCRIBED,1955,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1974,100<500,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1961,100<500,100000<1000000,GERMANY,BOOKS,10<20,oui
RECOMMANDE,1<5,non,1,0,REGULAR,1975,<5,10000<100000,SWITZERLAND,GAMES,20<50,non
MONDIAL_RELAY,1<5,non,1,0,UNSUBSCRIBED,1952,<5,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1970,>500,100000<1000000,GERMANY,VIDEO,10<20,non
NORMAL,<1,non,0,0,GOLD,1971,50<100,10000<100000,"FRANCE, METROPOLITAN",ELECTRONICS,<10,non
RECOMMANDE,Inconnu,non,1,0,SILVER,1992,5<20,100<1000,CHINA,SPORT,100<500,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1940,<5,100<1000,"FRANCE, METROPOLITAN",VIDEO,<10,non
NORMAL,Inconnu,non,1,0,PLATINUM,1971,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,oui
NORMAL,Inconnu,non,1,0,REGULAR,1996,<5,10000<100000,HONG KONG,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1976,<5,100000<1000000,"FRANCE, METROPOLITAN",VIDEO,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1955,5<20,10000<100000,GERMANY,COMPUTER,<10,oui
MONDIAL_RELAY,1<5,non,0,0,GOLD,1967,>500,1000<10000,"FRANCE, METROPOLITAN",BABY,20<50,oui
NORMAL,Inconnu,non,0,0,GOLD,1995,5<20,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,Inconnu,non,1,0,GOLD,1993,20<50,10000<100000,CHINA,CLOTHING,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1974,<5,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1978,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1977,100<500,1000<10000,"FRANCE, METROPOLITAN",HIFI,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1970,<5,1000<10000,UNITED KINGDOM,SPORT,<10,oui
NORMAL,1<5,non,1,0,REGULAR,1962,5<20,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,non
NORMAL,1<5,non,1,0,GOLD,1967,100<500,100000<1000000,UNITED STATES,MUSIC,<10,non
SUIVI,Inconnu,non,1,0,PLATINUM,1970,50<100,100000<1000000,"FRANCE, METROPOLITAN",CLOTHING,10<20,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,5<20,10000<100000,"FRANCE, METROPOLITAN",GAMES,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1958,<5,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1975,<5,10000<100000,UNITED STATES,BABY,<10,oui
NORMAL,1<5,non,1,0,PLATINUM,1971,100<500,1000<10000,"FRANCE, METROPOLITAN",VIDEO,<10,oui
SUIVI,1<5,non,1,0,UNSUBSCRIBED,1988,5<20,1000<10000,"FRANCE, METROPOLITAN",GAMES,<10,oui
SUIVI,1<5,oui,1,0,UNSUBSCRIBED,1989,<5,10000<100000,"FRANCE, METROPOLITAN",SPORT,<10,oui
SUIVI,Inconnu,non,1,0,REGULAR,1944,100<500,10000<100000,ANDORRA,VIDEO,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,<10,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1993,<5,1000<10000,CHINA,CLOTHING,<10,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1966,<5,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,Inconnu,non,1,0,REGULAR,1998,5<20,100000<1000000,"FRANCE, METROPOLITAN",GAMES,50<100,non
MONDIAL_RELAY_PREPAYE,<1,non,1,0,REGULAR,1968,50<100,100<1000,"FRANCE, METROPOLITAN",BOOKS,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1946,5<20,100<1000,"FRANCE, METROPOLITAN",WHITE,<10,oui
NORMAL,Inconnu,non,1,0,PLATINUM,1973,>500,100000<1000000,GERMANY,BOOKS,<10,oui
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1962,5<20,10000<100000,"FRANCE, METROPOLITAN",VIDEO,10<20,non
RECOMMANDE,10<20,non,1,0,PLATINUM,1983,100<500,100<1000,"FRANCE, METROPOLITAN",BABY,100<500,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1984,<5,10000<100000,ANDORRA,WHITE,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1944,20<50,100000<1000000,GERMANY,BOOKS,<10,non
NORMAL,5<10,non,1,0,UNSUBSCRIBED,1984,100<500,1000<10000,NETHERLANDS,MUSIC,<10,non
NORMAL,Inconnu,non,0,0,PLATINUM,1958,50<100,100000<1000000,GERMANY,BOOKS,10<20,oui
SUIVI,<1,non,0,0,UNSUBSCRIBED,1998,5<20,1000<10000,CHINA,ELECTRONICS,<10,oui
NORMAL,1<5,non,1,0,PLATINUM,1955,100<500,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,10<20,non
NORMAL,1<5,non,1,0,UNSUBSCRIBED,1966,<5,100<1000,"FRANCE, METROPOLITAN",HIFI,<10,non
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1985,<5,10000<100000,ANDORRA,VIDEO,20<50,oui
RECOMMANDE,Inconnu,non,1,0,PLATINUM,1981,20<50,100000<1000000,GERMANY,GAMES,<10,oui
NORMAL,Inconnu,non,1,0,SILVER,1995,<5,10000<100000,HONG KONG,SPORT,<10,non
SUIVI,5<10,non,1,0,UNSUBSCRIBED,1960,<5,10000<100000,"FRANCE, METROPOLITAN",WHITE,10<20,non
NORMAL,Inconnu,non,1,0,GOLD,1968,100<500,100000<1000000,GERMANY,MUSIC,10<20,non
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1989,5<20,1000<10000,"FRANCE, METROPOLITAN",ELECTRONICS,10<20,oui
NORMAL,Inconnu,non,1,0,REGULAR,1994,5<20,10000<100000,BULGARIA,SPORT,<10,oui
NORMAL,Inconnu,non,0,0,REGULAR,1988,<5,1000<10000,CHINA,ELECTRONICS,<10,non
NORMAL,Inconnu,oui,1,0,UNSUBSCRIBED,1948,5<20,100000<1000000,"FRANCE, METROPOLITAN",BOOKS,20<50,non
RECOMMANDE,Inconnu,non,1,0,UNSUBSCRIBED,1985,<5,1000<10000,"FRANCE, METROPOLITAN",WHITE,100<500,oui
SUIVI,Inconnu,non,1,0,UNSUBSCRIBED,1999,<5,10000<100000,SPAIN,VIDEO,<10,oui
NORMAL,Inconnu,non,1,1,UNSUBSCRIBED,1957,<5,1000<10000,CHINA,WHITE,20<50,oui
NORMAL,Inconnu,non,1,0,UNSUBSCRIBED,1980,<5,1000<10000,"FRANCE, METROPOLITAN",COMPUTER,<10,non
NORMAL,Inconnu,non,1,0,GOLD,1988,5<20,100<1000,CHINA,HIFI,10<20,oui
